Tagline,Rate,Rating,Level,Number_of_jobs,Category,Skills
,$16,0,1,0,Admin Support,"Transcription, Medical Transcription"
,,0,1,0,Admin Support,"Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Computer Skills, Social Media Marketing, Search Engine Optimization (SEO), Internet Marketing, Customer Service, Email, Helpdesk"
Media Plus,$20,36,1,0,Design & Multimedia,"Video Editing, Graphic Design, Sound Design, Video Suiting"
iOS App Developer,$18,0,2,0,IT & Programming,"iOS Development, Swift, Java, English, PHP"
,,60,1,0,Admin Support,"Amazon Appstore, Android, App Store, Bitcoin, C++, Computer Hardware Installation, DBMS, Database, Database Management, Desktop Support"
,,0,1,0,Writing & Translation,"IT Management, Information Management, Children's Writing, Communications, Copy Editing, Copywriting, Cover Letter Writing, Creative Writing, Document review, Editing"
Expert in Web Development,$22,48,13,15,IT & Programming,"WordPress, CSS, HTML, PHP5, Search Engine Optimization (SEO), Search Engine Marketing (SEM), ASP.NET, ASP.NET MVC, Microsoft SQL Server Programming, Microsoft SQL Server Administration"
"expert survey researcher,transletter and writter",$7,0,1,0,Writing & Translation,"Academic Writing, Article Rewriting, Biography Writing, Business Writing, Economics"
,$3,0,1,0,Writing & Translation,"Android App Development, Data Entry, Content Writing"
Your IT partner for success,$14,0,1,0,IT & Programming,"ASP.NET, SQL Programming, Amazon Web Services, eBay Web Services, Microsoft Office Live Web Design, .NET Framework"
,,0,1,0,Design & Multimedia,"Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Web Design"
Semantic Web Expert,$33,0,1,0,IT & Programming,"Resource Description Framework (RDF), SPARQL, Ontology"
,$11,0,1,0,IT & Programming,"Algorithm Development, C++, Java, Java EE, MATLAB, Python, ASME, SolidWorks"
Freelance Writer and Web Developer,$11,0,1,0,IT & Programming,"PHP5, Adobe Photoshop, HTML5, WordPress, Search Engine Optimization (SEO), Content Writing, Microsoft Excel, Computer Skills, Microsoft PowerPoint, Microsoft Word"
,$16,0,1,0,IT & Programming,"Web Development, Android App Development, WordPress, Laravel Framework, UX, Ui, SEO"
Creating a power full web for the future.,$10,0,1,0,IT & Programming,"WordPress, ASP.NET, ASP.NET MVC, VirtueMart, Search Engine Optimization (SEO), Adobe Photoshop, Adobe Illustrator, Adobe Dreamweaver"
,$11,0,1,0,Writing & Translation,"Content Writing, Online Writing, English, Computer Skills, Report Writing, Creative Writing"
Professional 3D Modeler,$44,0,1,0,Design & Multimedia,"3D, 3d Animation, 3D Modeling, Adobe After Effects, Adobe Photoshop, CorelDraw, Graphic Design, AutoCAD"
,$55,0,1,0,Admin Support,Data Entry
"Copywriter, Blogger",$55,60,1,0,Writing & Translation,"WordPress, Microsoft Excel, Microsoft PowerPoint, Computer Skills, iPhone App Development, HTML5, Facebook Marketing, CSS, Content Writing, Business Writing"
Web Programming and Designing,$15,0,1,1,IT & Programming,"Network Administration, eCommerce Consulting, Search Engine Optimization (SEO), CSS, ASP.NET, AJAX, Social Networking and Web 2.0, XHTML, PHP5"
,$3,0,1,0,Admin Support,"Data Entry, Adobe Photoshop, Microsoft Word, Microsoft Excel, Computer Skills, Windows XP Administration, Microsoft Outlook, Database, Database Administration, Desktop Applications"
,,0,1,0,Admin Support,"Internet Marketing, Social Media Marketing, Advertising, Search Engine Optimization (SEO), Search Engine Marketing (SEM)"
Architect,$11,36,1,0,Engineering & Manufacturing,"Adobe Photoshop, AutoCAD, 3D, 3D Design, 3D Rendering, Google sketch up, Microsoft word  Microsoft Powerpoint"
Fast and reliable xhtml/css,$15,0,1,0,IT & Programming,"Adobe Illustrator, Adobe Photoshop, Adobe Dreamweaver, Web Design, HTML, HTML5, CSS, DHTML"
Designer,$16,0,1,0,Design & Multimedia,"Adobe Photoshop, Adobe Photoshop CS6, Bootstrap, User Interface Design, Cover Design, Icon Design, Illustration, Logo Design, PSD to HTML, Photo Editing"
,$5,0,2,0,Sales & Marketing,"Android, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, Photography, Online Writing, Creative Writing, Internet Marketing, Social Media Marketing"
Attorney Researcher Writer,$11,0,1,0,Writing & Translation,"Academic Writing, Content Writing, English, English Punctuation, English Spelling, Grant Writing, Microsoft Word, Online Writing, Technical Writing, Microsoft PowerPoint"
transcriptionist,$16,0,1,0,Admin Support,"Medical transcription, general transcription, English"
"PDF to DOC, Data Entry, Excel, Word",,0,1,0,Finance & Management,"Microsoft Excel, Microsoft PowerPoint, Microsoft Word, Computer Skills"
Newbie But Efficient.,$4,0,1,0,Writing & Translation,writer
,$21,0,1,0,IT & Programming,"Android, Database Programming, Desktop Applications, HTML5, Java, Javascript, PHP, PHP4, PHP5"
,$4,0,1,0,Writing & Translation,"Microsoft Excel, Content Writing, Report Writing, Creative Writing, Microsoft Word, Microsoft PowerPoint, Computer Skills"
Website Designing & Social Media Marketing Expert,$11,0,1,0,IT & Programming,"HTML, XHTML, CSS, HTML5, PSD to HTML, Facebook Marketing, Twitter Marketing, Social Media Marketing, Social Network Administration, Internet Marketing"
Graphics / UI Designer,,0,1,0,Design & Multimedia,"Adobe Photoshop, iPhone App Development, Android, Adobe Illustrator, Adobe InDesign, 3D Design, 3d Animation"
,,0,1,0,IT & Programming,"JavaScript, C#, Software Engineering, ASP.NET, HTML, OOP, Microsoft Office, HTML 5, Microsoft SQL Server, XML"
Expert Content Writer.,$3,60,1,0,Writing & Translation,"Creative Writing, Fiction Writing, English Proofreading, Resume Writing, Business Writing, Academic Writing, Editing, Facebook Marketing, Technical Writing"
poems and essay,$3,0,1,0,Writing & Translation,"article, rewriting, poems"
"WordPress Guru, Web Developer,",$9,0,1,0,IT & Programming,"PHP, WordPress, WordPress e-Commerce, HTML5, CSS, JQUERY, JAVASCRIPT, MYSQL"
,,0,1,0,Sales & Marketing,"WordPress, Online Writing, Internet Marketing, Social Media Marketing, Google AdWords, Email, Phone Support, Search Engine Optimization (SEO), Accounting, Business Analysis"
,,0,1,0,Writing & Translation,Microsoft Word
,,0,1,0,Writing & Translation,"DotNetNuke, Microsoft Access Administration, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Time Management"
PHP PRogrammer,,0,1,0,IT & Programming,"Photo Editing, Web Design, SQL"
Graphic Designer : Logo Design (specialized),$11,0,1,0,Design & Multimedia,"Adobe Illustrator, Adobe Photoshop, Adobe Dreamweaver, Logo design, banner design, web templates"
i m a good in English and I am doing this since1yr,$5,0,1,0,Writing & Translation,"Adobe Photoshop, Online Writing, English, Email, english typing., data entry"
,$3,0,1,0,IT & Programming,"Network Monitoring, Networking & Security, PHP, Intuit QuickBooks"
Joomla Web Developer & Graphic Designer,$5,0,1,0,Design & Multimedia,"Graphic Design, Joomla!, WordPress, Web Design, Web Services, Web Hosting, Microsoft Word, Windows XP Administration, Microsoft Excel, Adobe Photoshop"
"Social Media Specialist, Virtual Account Expert",$7,0,1,0,Admin Support,"Adobe Photoshop, Computer Skills, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Microsoft Outlook, Microsoft Access Programming, Microsoft OneNote, Windows Administration, Customer Service"
"Social media marketing,Search Engine optimization",$3,0,1,0,Sales & Marketing,"facebook likes, Twitter follower, Website Visitors, Forum Posting, Advertising, Facebook Marketing, Internet Marketing, Social Media Marketing, Social Network Administration, Twitter Marketing"
,$11,0,1,0,IT & Programming,"Android, Content Writing, English, Contract Law, iPhone App Development"
ASP.NET MVC Developer,$11,36,1,0,IT & Programming,"C#, ASP.NET, ASP.NET MVC, .NET Framework, Microsoft Visual Studio, SQL Programming, Data Entry, WordPress"
,,0,1,0,IT & Programming,"PHP5, MySQL Administration"
Expertise in Professional Accounting Service,$11,0,2,0,Design & Multimedia,"Financial Statements, Microsoft Visio, Investment Analysis, Financial Analysis, International Financial Reporting, Taxation, financial forcasting, Business Planning, Microsoft Excel, Accounting"
,$3,0,1,0,Design & Multimedia,"Microsoft Excel, Computer Skills, Microsoft Word, Microsoft PowerPoint"
"Embedded System Designer, Expert in PCB Designing",$110,0,1,0,Writing & Translation,"PCB Design, Analog Electronics, Embedded Systems, C++, C, Digital Electronics, Digital Signal Processing"
"Microsoft office,Accounts.Finance",$16,0,1,0,Finance & Management,"Microsoft Excel, Accounting, Bookkeeping, Accounts Payable Management, Computer Skills, General Office Skills, Financial Forecasting, Financial Analysis, Financial Statements, Financial Reporting"
IT Specialist,$12,0,1,0,IT & Programming,"Active Directory, Microsoft Server, Cisco Certified Network Associate (CCNA), Adobe Photoshop, Windows 8 Administration, IT management, windows 2012 server, mysql/php, domain controller, dns"
Web Designer,$11,0,2,0,Design & Multimedia,"Adobe Photoshop, Photo Editing, Microsoft Word, Search Engine Optimization (SEO), Microsoft Excel, Microsoft PowerPoint, Microsoft Outlook, Customer Service, Public Relations, Search Engine Marketing (SEM)"
"Expert .net Developer(MCSD,MCP,MCC Award,CSM,CSD)",$11,0,1,0,IT & Programming,"ASP.NET, jQuery, ASP.Net 4.0, Asp.net MVC 3.0, Asp.Net MVC 4.0, Win Form, PL/Sql, TSql, ExtJs, HTML"
,$5,36,1,0,Writing & Translation,data entry and articles writing
"'English Spelling',Data Entry Specialists','",$16,0,1,0,Admin Support,"Amadeus, English Spelling, Tourism, Translation Hindi English, Data Entry"
mba,$22,0,1,0,Finance & Management,"microsoft excel, iPhone, content writing, ms office, spss, adope reader, adobe photoshop, internet"
"Expert Designer, Developer and Animator",$13,0,1,0,Design & Multimedia,"Adobe Flash, CSS, eCommerce Consulting, Joomla!, PHP"
,$11,0,1,0,IT & Programming,"Game Testing, Mobile App Testing, Software Testing, iOS Jailbreaking, Article Rewriting, Blog Writing, Blogging, Copywriting"
Eminent  writer,$9,0,2,0,Writing & Translation,"Resume Writing, Report Writing, scientific writing, Article Writing, Microsoft Word, Microsoft PowerPoint, Biomedical Science, English Spelling, Medical Transcription"
UI/Mobile/Web Designer & Developer,$4,0,1,0,IT & Programming,"WordPress, HTML5, CSS3, PHP5, PHP, Adobe Illustrator, Adobe Photoshop, Adobe Dreamweaver, CSS, XHTML"
Creative Kit,$31,0,1,0,Design & Multimedia,Branding/Strategy/Campaigning/ATL/BTL/Concept Generation
,$5,0,1,0,Design & Multimedia,"Web Design, Microsoft Word, Data Entry, Microsoft PowerPoint, WordPress, Report Writing, Computer Skills, Hardware"
French expat WP expert/  CSS / Designer,$16,60,3,2,IT & Programming,"WordPress, Adobe Photoshop, CSS, osCommerce, HTML, Adobe Flash, Translation French English, French, Adobe Premiere"
,,0,1,0,Engineering & Manufacturing,"Microsoft Excel, Microsoft PowerPoint, Microsoft Word, AutoCAD, C#, Microsoft Visual Studio, Java, Analog Electronics, Circuit Design, Computer-Aided Design"
"PHP, Ruby Programmer",$16,0,1,0,IT & Programming,"Ruby on Rails, MySQL Administration, Ruby, eCommerce Consulting, drupal, github, oscommerce"
,,0,1,0,Finance & Management,"Microfinance, Business Planning, Rural Development, Community Development, Poverty Reduction, Financial Analysis, Capacity Building, Banking, Program Management, Technical Assistance"
"To provide you with cost efficient, quality work.",$5,0,1,0,Admin Support,"Logo Design, Word Processing, Account Management, Market Research, Administrative Support, Call Center Skills, Data Entry, Research, Accounting"
graphic disigner,$55,0,1,0,Admin Support,"Adobe Photoshop, Microsoft Word, Computer Skills, n"
"content writer, virtual assistant, social media",$8,0,1,0,Finance & Management,"Microsoft Excel, Content Writing, Social Media Marketing, Data Entry, Virtual Assistant"
"Magento , Wordpress,  PHP",$5,36,1,0,IT & Programming,"PHP5, WordPress, Codi, Magento, eCommerce Consulting, Responsive"
,$5,0,1,0,IT & Programming,"Adobe Photoshop, HTML, Cisco, Cisco CallManager, Cisco Certified Internetwork Expert (CCIE), Cisco Certified Network Associate (CCNA), Cisco Certified Network Professional (CCNP), Cisco Routers, Grails, J2EE"
Group of Skilled Web Developer and Designer,$9,0,2,0,IT & Programming,"PHP, CSS3, PHP5, HTML5, AJAX, Web Design, jQuery"
,$8,0,1,0,Admin Support,"Ad Posting, Advertising, Active Listening, Administrative Support, Article Submission, Comptuer Maintenance, Computer Skills, Customer Service, Data Backup, Data Center Operations"
,,0,1,0,IT & Programming,IT
,$11,0,1,0,Writing & Translation,"Adobe PDF, Blog Commenting, Book Writing, English, Online Writing, Poetry, ebook Writing"
Striving to provide excellence,$3,0,2,1,Writing & Translation,"Creative Writing, English, English Grammar, English Punctuation, English Spelling, Essay Writing, Fact Checking, Feature Writing, Fiction Writing, Film criticism"
Expert Data Assistant,$8,0,1,0,Admin Support,data entry is very fast with accuracy and reliability
programmmer,$22,0,1,0,Admin Support,"Algorithms, Blogs, C"
,,0,1,0,Writing & Translation,"Active Directory, Microsoft SQL Server Programming, Microsoft Windows Server, Academic Writing, Business Writing, Content Writing, English, Microsoft Word, Report Writing, Computer Skills"
Pretty good writing skills,$5,0,1,0,Writing & Translation,"Adobe Photoshop, Content Writing, English, Social Media Marketing, Internet Marketing, Online Writing"
"Iphone, Android, Facebook, Codeigniter",$44,55,5,3,IT & Programming,"Facebook Development, PHP5, AJAX, HTML, jQuery, PhoneGap, CodeIgniter, Magento, WordPress, osCommerce"
"expert in microsoft excel ,expeort in typing",$11,0,1,0,Writing & Translation,"Microsoft Word, Microsoft Excel, Computer Skills, Editing, Microsoft PowerPoint, English, I can Type Fast In compute, I can Make video from picture"
SEO Expert,$3,60,2,0,Sales & Marketing,"Facebook Marketing, Google AdWords, Google Analytics, Google Webmaster Central, Google Website Optimizer, Pinterest Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), SEOMoz, Social Media Marketing"
simple and focused on output,$16,48,1,0,IT & Programming,"PHP5, Adobe Photoshop, HTML5, WordPress, jQuery, CSS3, CodeIgniter"
bigcommerce,$88,60,1,0,Design & Multimedia,"BigCommerce, Magento"
"Web Developer,Graphic Designer,Web Researcher",$3,0,1,0,IT & Programming,"HTML, HTML5, CSS, CSS3, PSD to HTML, Data Entry, Microsoft Excel, Poetry, Graphic Design, Adobe Photoshop"
Limitless expertise in web development,,0,1,0,IT & Programming,"PHP5, Adobe Photoshop, HTML5, Search Engine Optimization (SEO), WordPress, Microsoft Excel, Joomla!, CSS, HTML, AJAX"
UI / UX /Web design / Web developer,$5,36,1,0,IT & Programming,"PHP5, HTML5, Search Engine Optimization (SEO), WordPress, Android, Adobe Photoshop, Web Design, PSD to Wordpress, PSD to HTML, CSS"
"Expert PHP coder,Java Developer,Wordpress, Magento",$16,0,1,0,IT & Programming,"PHP5, HTML5, Search Engine Optimization (SEO), WordPress, Adobe Photoshop, Android, Content Writing, Adobe Illustrator, Magento, Java"
,$16,0,1,0,Finance & Management,"Microsoft Excel, Academic Writing, Chemistry, Cooking, Document review, Translation English Hindi, Translation English Japanese, Copyright"
"Artificial Intelligence, Machine Learning, Compute",$38,0,1,0,IT & Programming,"Machine Learning, Artificial Intelligence, Computer Vision, NLP, Algorithms, Linux, Python, C++, Java, Weka"
,$5,60,1,0,IT & Programming,"PHP5, Adobe Photoshop, HTML5, Content Writing, WordPress, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, Computer Skills, Android"
,$4,0,1,0,Design & Multimedia,"Microsoft Excel, Microsoft PowerPoint, Computer Skills, Adobe Photoshop, Microsoft word"
,$16,0,1,0,Admin Support,"Accounting, Auditing, Job Costing, Data Entry, Copy Editing"
there is no word like impossible in my life n ways,$3,0,1,0,Sales & Marketing,HTML
"SEO Expert, SEO  freelancer",$6,0,2,0,Sales & Marketing,"Internet Marketing, Content Writing, Adobe Photoshop, WordPress, Joomla!, CSS, Search Engine Marketing (SEM), Social Media Marketing, eCommerce Consulting, Advertising"
"Mobile, Web UI UX Designer",$22,0,1,0,Design & Multimedia,"Mobile UI Design, User Interface Design, GUI Design, iPad UI Design, iPhone UI Design, Adobe Photoshop, Android, Java, C++, C"
,$15,0,1,0,IT & Programming,"Project Management, Selenium, qa"
"DWH, BI and Data Analytics Wizard",$22,0,2,0,IT & Programming,"Data Science, Data Interpretation, Data Analytics, Data Mining, Big Data, Data Warehousing, Extract, Oracle 10g Programming, Oracle 11g Programming, Oracle 9i Programming"
"Web Developer and Designer, SharePoint Design",$4,0,1,0,IT & Programming,"PHP5, MySQL Administration, HTML5, CSS3, Javascript, jQuery, WordPress, Website Hosting"
